number,incident_state,active,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at,reassignment_required
INC0000937,New,True,0,0,True,Caller 2201,Opened by  305,1/3/2016 22:30,?,?,Updated by 908,1/3/2016 22:30,Phone,Location 161,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 13,1/3/2016 23:11,7/3/2016 00:00,0
INC0000938,New,True,0,0,True,Caller 1102,Opened by  47,1/3/2016 22:34,?,?,Updated by 908,1/3/2016 22:34,Phone,Location 143,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,17/3/2016 11:04,24/3/2016 18:59,1
INC0000939,New,True,0,0,True,Caller 4671,Opened by  20,1/3/2016 22:37,Created by 12,1/3/2016 22:51,Updated by 53,1/3/2016 22:51,Phone,Location 165,Category 45,Subcategory 29,Symptom 594,?,3 - Low,3 - Low,4 - Low,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,2/3/2016 15:02,7/3/2016 16:00,0
INC0000941,Resolved,True,0,0,True,Caller 4549,Opened by  305,1/3/2016 23:06,?,?,Updated by 908,1/3/2016 23:06,Phone,Location 143,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 134,?,7/3/2016 00:00,0
INC0000945,New,True,0,0,True,Caller 1618,Opened by  47,1/3/2016 23:53,Created by 25,1/3/2016 23:58,Updated by 111,1/3/2016 23:58,Phone,Location 204,Category 53,Subcategory 80,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 19,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 210,2/3/2016 17:27,7/3/2016 18:00,0
INC0000946,New,True,0,0,True,Caller 1988,Opened by  305,1/3/2016 23:55,?,?,Updated by 908,1/3/2016 23:55,Phone,Location 204,Category 32,Subcategory 9,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 134,2/3/2016 18:19,7/3/2016 19:00,0
INC0000947,New,True,0,0,True,Caller 2899,Opened by  397,2/3/2016 00:24,?,?,Updated by 908,2/3/2016 00:24,Phone,Location 108,Category 45,Subcategory 223,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 16,Resolved by 174,2/3/2016 00:35,7/3/2016 01:00,0
INC0000948,New,True,0,0,True,Caller 2400,Opened by  397,2/3/2016 00:58,Created by 171,2/3/2016 01:00,Updated by 746,2/3/2016 01:00,Phone,Location 161,Category 53,Subcategory 117,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 81,3/3/2016 09:59,8/3/2016 10:00,1
INC0000952,New,True,0,0,True,Caller 4549,Opened by  443,2/3/2016 02:01,?,?,Updated by 908,2/3/2016 02:01,Phone,Location 143,Category 26,Subcategory 175,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 170,2/3/2016 05:10,7/3/2016 06:00,0
INC0000953,New,True,0,0,True,Caller 4617,Opened by  397,2/3/2016 02:25,Created by 171,2/3/2016 02:32,Updated by 746,2/3/2016 02:32,Phone,Location 204,Category 45,Subcategory 223,Symptom 184,?,2 - Medium,2 - Medium,3 - Moderate,Group 15,Resolver 101,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 91,3/3/2016 11:24,8/3/2016 12:00,1
INC0000954,New,True,0,0,True,Caller 1531,Opened by  8,2/3/2016 02:52,Created by 6,2/3/2016 02:57,Updated by 21,2/3/2016 02:57,Phone,Location 204,Category 45,Subcategory 150,Symptom 245,?,2 - Medium,2 - Medium,3 - Moderate,Group 58,?,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 69,2/3/2016 11:24,7/3/2016 12:00,0
INC0000956,New,True,0,0,True,Caller 1096,Opened by  443,2/3/2016 03:25,Created by 192,2/3/2016 03:47,Updated by 809,2/3/2016 03:47,Phone,Location 161,Category 7,Subcategory 86,Symptom 521,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,2/3/2016 12:12,7/3/2016 13:00,1
INC0000959,New,True,0,0,True,Caller 1069,Opened by  397,2/3/2016 04:02,?,?,Updated by 908,2/3/2016 04:02,Phone,Location 161,Category 37,Subcategory 135,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 49,?,True,False,Do Not Notify,?,?,?,?,?,Resolved by 2,3/3/2016 09:52,8/3/2016 10:00,1
INC0000961,New,True,0,0,True,Caller 5199,Opened by  8,2/3/2016 05:03,Created by 6,2/3/2016 05:10,Updated by 21,2/3/2016 05:10,Phone,Location 196,Category 45,Subcategory 150,Symptom 245,?,2 - Medium,2 - Medium,3 - Moderate,Group 21,?,True,False,Do Not Notify,?,?,?,?,code 4,Resolved by 213,8/3/2016 11:20,24/3/2016 18:40,1
INC0000962,New,True,0,0,True,Caller 5490,Opened by  443,2/3/2016 05:20,Created by 192,2/3/2016 05:38,Updated by 809,2/3/2016 05:38,Phone,Location 143,Category 45,Subcategory 29,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 214,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 195,2/3/2016 15:10,7/3/2016 16:00,0
INC0000967,New,True,0,0,True,Caller 1069,Opened by  180,2/3/2016 06:17,?,?,Updated by 908,2/3/2016 06:17,Phone,Location 161,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,2/3/2016 06:23,7/3/2016 07:00,0
INC0000969,New,True,0,0,True,Caller 1868,Opened by  24,2/3/2016 07:11,Created by 13,2/3/2016 07:13,Updated by 60,2/3/2016 07:13,Phone,Location 111,Category 37,Subcategory 135,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,8/3/2016 11:35,24/3/2016 18:40,1
INC0000973,New,True,0,0,True,Caller 1807,?,2/3/2016 07:21,Created by 18,2/3/2016 07:55,Updated by 77,2/3/2016 07:55,Phone,Location 143,Category 45,Subcategory 29,Symptom 2,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,Resolver 216,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 197,2/3/2016 15:35,7/3/2016 16:00,1
INC0000974,New,True,0,0,True,Caller 1683,Opened by  180,2/3/2016 07:23,Created by 81,2/3/2016 07:31,Updated by 340,2/3/2016 07:31,Phone,Location 96,Category 51,Subcategory 25,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 3,Resolved by 22,8/3/2016 14:43,24/3/2016 18:40,1
INC0000975,New,True,0,0,True,Caller 96,Opened by  180,2/3/2016 07:30,?,?,Updated by 908,2/3/2016 07:30,Phone,Location 204,Category 45,Subcategory 223,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 103,3/3/2016 17:49,8/3/2016 18:00,0
INC0000977,New,True,0,0,True,Caller 991,Opened by  24,2/3/2016 07:41,Created by 13,2/3/2016 07:44,Updated by 60,2/3/2016 07:44,Phone,Location 204,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,22/3/2016 08:32,28/3/2016 08:27,1
INC0000978,New,True,0,0,True,Caller 3082,Opened by  180,2/3/2016 07:52,Created by 81,2/3/2016 07:55,Updated by 340,2/3/2016 07:55,Phone,Location 161,Category 20,Subcategory 125,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 22,3/3/2016 15:04,8/3/2016 16:00,0
INC0000979,New,True,0,0,True,Caller 5422,?,2/3/2016 07:59,?,?,Updated by 908,2/3/2016 07:59,Phone,Location 143,Category 42,Subcategory 31,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 189,16/3/2016 01:36,24/3/2016 18:59,1
INC0000980,New,True,0,0,True,Caller 4638,Opened by  131,2/3/2016 07:59,Created by 62,2/3/2016 08:02,Updated by 265,2/3/2016 08:02,Phone,Location 204,Category 45,Subcategory 223,Symptom 387,?,3 - Low,3 - Low,4 - Low,Group 70,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 1,Resolved by 81,8/3/2016 14:09,24/3/2016 18:40,1
INC0000981,New,True,0,0,True,Caller 2932,Opened by  180,2/3/2016 08:02,?,?,Updated by 908,2/3/2016 08:02,Phone,Location 204,Category 45,Subcategory 223,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 133,16/3/2016 12:38,24/3/2016 18:59,0
INC0000982,New,True,0,0,True,Caller 4106,Opened by  131,2/3/2016 08:03,Created by 62,2/3/2016 08:10,Updated by 265,2/3/2016 08:10,Phone,Location 204,Category 24,Subcategory 164,Symptom 529,?,3 - Low,3 - Low,4 - Low,Group 25,Resolver 227,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 206,15/3/2016 09:53,24/3/2016 18:59,0
INC0000983,New,True,0,0,True,Caller 1892,?,2/3/2016 08:04,Created by 18,2/3/2016 08:21,Updated by 77,2/3/2016 08:21,Phone,Location 143,Category 42,Subcategory 224,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 163,2/3/2016 15:35,7/3/2016 16:00,0
INC0000984,New,True,0,0,True,Caller 3082,Opened by  180,2/3/2016 08:05,?,?,Updated by 908,2/3/2016 08:05,Phone,Location 161,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 175,4/3/2016 16:01,9/3/2016 17:00,0
INC0000985,New,True,0,0,True,Caller 3932,Opened by  40,2/3/2016 08:06,Created by 20,2/3/2016 08:16,Updated by 88,2/3/2016 08:16,Phone,Location 161,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 24,True,False,Do Not Notify,?,?,?,?,code 4,Resolved by 22,2/3/2016 11:10,7/3/2016 12:00,0
INC0000987,New,True,0,0,True,Caller 2305,Opened by  501,2/3/2016 08:07,Created by 216,2/3/2016 08:16,Updated by 915,2/3/2016 08:16,Phone,Location 161,Category 53,Subcategory 194,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 227,3/3/2016 14:00,8/3/2016 15:00,1
INC0000988,New,True,0,0,True,Caller 79,Opened by  180,2/3/2016 08:11,Created by 81,2/3/2016 08:13,Updated by 340,2/3/2016 08:13,Phone,Location 108,Category 24,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 44,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 41,11/5/2016 17:07,16/5/2016 17:10,1
INC0000989,New,True,0,0,True,Caller 4153,Opened by  24,2/3/2016 08:12,Created by 13,2/3/2016 08:16,Updated by 60,2/3/2016 08:16,Phone,Location 204,Category 53,Subcategory 13,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 125,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 113,2/3/2016 15:19,7/3/2016 16:00,0
INC0000990,New,True,0,0,True,Caller 1402,Opened by  180,2/3/2016 08:14,Created by 81,2/3/2016 08:19,Updated by 340,2/3/2016 08:19,Phone,Location 204,Category 37,Subcategory 135,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 13,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 11,22/3/2016 08:35,27/3/2016 08:59,1
INC0000991,New,True,0,0,True,Caller 1522,Opened by  180,2/3/2016 08:16,Created by 81,2/3/2016 08:18,Updated by 340,2/3/2016 08:18,Phone,Location 128,Category 24,Subcategory 164,Symptom 117,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 153,2/3/2016 09:32,7/3/2016 10:00,0
INC0000992,New,True,0,0,True,Caller 2471,Opened by  131,2/3/2016 08:17,Created by 62,2/3/2016 08:27,Updated by 265,2/3/2016 08:27,Phone,Location 204,Category 53,Subcategory 303,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 208,4/3/2016 17:08,9/3/2016 18:00,1
INC0000993,New,True,0,0,True,Caller 5092,Opened by  40,2/3/2016 08:21,Created by 20,2/3/2016 08:24,Updated by 88,2/3/2016 08:24,Phone,Location 143,Category 37,Subcategory 135,Symptom 118,?,2 - Medium,2 - Medium,3 - Moderate,Group 48,Resolver 74,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 67,22/3/2016 15:21,27/3/2016 15:59,0
INC0000994,New,True,0,0,True,Caller 1306,Opened by  24,2/3/2016 08:21,?,?,Updated by 908,2/3/2016 08:21,Phone,Location 85,Category 32,Subcategory 9,Symptom 6,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 9,Resolved by 103,9/3/2016 15:13,24/3/2016 18:40,0
INC0000995,New,True,0,0,True,Caller 3982,Opened by  180,2/3/2016 08:21,Created by 81,2/3/2016 08:35,Updated by 340,2/3/2016 08:35,Phone,Location 161,Category 32,Subcategory 9,Symptom 530,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 167,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 150,11/3/2016 11:22,24/3/2016 18:50,1
INC0000996,New,True,0,0,True,Caller 5086,?,2/3/2016 08:21,Created by 18,2/3/2016 08:25,Updated by 77,2/3/2016 08:25,Phone,Location 204,Category 26,Subcategory 164,Symptom 22,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,15/3/2016 08:49,24/3/2016 18:59,1
INC0000997,New,True,0,0,True,Caller 324,Opened by  180,2/3/2016 08:23,?,?,Updated by 908,2/3/2016 08:23,Phone,Location 108,Category 43,Subcategory 105,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,2/3/2016 08:34,7/3/2016 09:00,0
INC0000998,New,True,0,0,True,Caller 1135,Opened by  501,2/3/2016 08:28,Created by 216,2/3/2016 08:46,Updated by 915,2/3/2016 08:46,Phone,Location 93,Category 37,Subcategory 135,Symptom 580,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,2/3/2016 10:14,7/3/2016 11:00,0
INC0000999,Active,True,0,0,True,Caller 553,?,2/3/2016 08:29,Created by 89,2/3/2016 08:41,Updated by 370,2/3/2016 08:41,Phone,Location 204,Category 26,Subcategory 175,Symptom 116,?,2 - Medium,1 - High,2 - High,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,7/3/2016 16:24,23/5/2016 11:07,1
INC0001001,New,True,0,0,True,Caller 4962,Opened by  40,2/3/2016 08:30,Created by 20,2/3/2016 08:32,Updated by 88,2/3/2016 08:32,Phone,Location 204,Category 23,Subcategory 3,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 20,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,7/3/2016 12:11,24/3/2016 18:40,1
INC0001002,Active,True,0,0,True,Caller 3038,Opened by  433,2/3/2016 08:31,?,?,Updated by 908,2/3/2016 08:31,Phone,Location 204,Category 45,Subcategory 220,?,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 184,30/3/2016 16:21,4/4/2016 16:59,0
INC0001003,New,True,0,0,True,Caller 2053,?,2/3/2016 08:31,?,?,Updated by 908,2/3/2016 08:31,Phone,Location 232,Category 26,Subcategory 175,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,8/3/2016 11:19,24/3/2016 18:40,0
INC0001004,New,True,0,0,True,Caller 2471,Opened by  131,2/3/2016 08:32,?,?,Updated by 908,2/3/2016 08:32,Phone,Location 204,Category 55,Subcategory 170,Symptom 605,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 2,3/3/2016 09:30,8/3/2016 10:00,1
INC0001005,New,True,0,0,True,Caller 386,?,2/3/2016 08:35,?,?,Updated by 908,2/3/2016 08:35,Phone,Location 161,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/3/2016 08:34,8/3/2016 09:00,0
INC0001006,New,True,0,0,True,Caller 225,Opened by  24,2/3/2016 08:35,?,?,Updated by 908,2/3/2016 08:35,Phone,Location 204,Category 53,Subcategory 168,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 103,3/3/2016 16:27,21/8/2016 18:58,0
INC0001007,New,True,0,0,True,Caller 4913,Opened by  40,2/3/2016 08:37,?,?,Updated by 908,2/3/2016 08:37,Phone,Location 143,Category 45,Subcategory 223,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 55,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 21,2/3/2016 13:48,7/3/2016 14:00,1
INC0001008,New,True,0,0,True,Caller 2174,Opened by  180,2/3/2016 08:38,?,?,Updated by 908,2/3/2016 08:38,Phone,Location 179,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,2/3/2016 08:43,7/3/2016 09:00,0
INC0001009,New,True,0,0,True,Caller 5323,Opened by  180,2/3/2016 08:39,Created by 81,2/3/2016 08:40,Updated by 340,2/3/2016 08:40,Phone,Location 108,Category 9,Subcategory 164,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 34,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 33,4/3/2016 17:00,9/3/2016 18:00,1
INC0001010,New,True,0,0,True,Caller 2632,Opened by  24,2/3/2016 08:39,Created by 13,2/3/2016 08:41,Updated by 60,2/3/2016 08:41,Phone,Location 161,Category 9,Subcategory 164,Symptom 571,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 5,Resolved by 227,2/3/2016 15:17,7/3/2016 16:00,1
INC0001011,New,True,0,0,True,Caller 1353,?,2/3/2016 08:42,Created by 89,2/3/2016 08:51,Updated by 370,2/3/2016 08:51,Phone,Location 204,Category 53,Subcategory 269,Symptom 580,?,2 - Medium,1 - High,2 - High,Group 65,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 163,2/3/2016 15:34,7/3/2016 16:00,0
INC0001012,New,True,0,0,True,Caller 914,?,2/3/2016 08:43,?,?,Updated by 908,2/3/2016 08:43,Phone,Location 143,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 85,2/3/2016 11:58,7/3/2016 12:00,0
INC0001014,New,True,0,0,True,Caller 1512,Opened by  180,2/3/2016 08:44,Created by 81,2/3/2016 08:47,Updated by 340,2/3/2016 08:47,Phone,Location 97,Category 24,Subcategory 164,Symptom 121,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 30,12/4/2016 17:09,17/4/2016 17:10,1
INC0001015,New,True,0,0,True,Caller 3905,Opened by  131,2/3/2016 08:44,Created by 62,2/3/2016 08:57,Updated by 265,2/3/2016 08:57,Phone,Location 204,Category 45,Subcategory 223,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 139,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 125,7/3/2016 09:09,24/3/2016 18:40,1
INC0001016,New,True,0,0,True,Caller 2135,?,2/3/2016 08:46,?,?,Updated by 908,2/3/2016 08:46,Phone,Location 143,Category 53,Subcategory 303,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 7,Resolved by 169,3/3/2016 12:56,8/3/2016 13:00,0
INC0001017,New,True,0,0,True,Caller 1441,Opened by  180,2/3/2016 08:48,Created by 81,2/3/2016 08:55,Updated by 340,2/3/2016 08:55,Phone,Location 179,Category 42,Subcategory 106,Symptom 217,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 153,True,False,Do Not Notify,Problem ID  10,?,?,?,code 6,Resolved by 137,3/3/2016 16:09,8/3/2016 17:00,1
INC0001018,New,True,0,0,True,Caller 3217,?,2/3/2016 08:52,?,?,Updated by 908,2/3/2016 08:52,Phone,Location 204,Category 42,Subcategory 31,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 15,3/3/2016 12:21,8/3/2016 13:00,0
INC0001020,Active,True,0,0,True,Caller 1187,Opened by  62,2/3/2016 08:53,?,?,Updated by 908,2/3/2016 08:53,Phone,Location 51,Category 44,Subcategory 54,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 33,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 32,2/3/2016 09:02,7/3/2016 10:00,0
INC0001021,New,True,0,0,True,Caller 501,Opened by  501,2/3/2016 08:54,Created by 216,2/3/2016 09:07,Updated by 915,2/3/2016 09:07,Phone,Location 47,Category 45,Subcategory 200,Symptom 494,?,3 - Low,3 - Low,4 - Low,Group 67,Resolver 133,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 119,8/4/2016 09:20,13/4/2016 09:59,1
INC0001022,New,True,0,0,True,Caller 2415,?,2/3/2016 08:54,Created by 89,2/3/2016 09:00,Updated by 370,2/3/2016 09:00,Phone,Location 51,Category 23,Subcategory 3,Symptom 470,?,2 - Medium,1 - High,2 - High,Group 20,Resolver 201,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 183,3/3/2016 09:27,8/3/2016 10:00,1
INC0001023,New,True,0,0,True,Caller 2632,Opened by  24,2/3/2016 08:57,Created by 13,2/3/2016 08:58,Updated by 60,2/3/2016 08:58,Phone,Location 161,Category 34,Subcategory 154,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 227,2/3/2016 16:10,7/3/2016 17:00,0
INC0001025,New,True,0,0,True,Caller 4638,Opened by  180,2/3/2016 08:57,Created by 81,2/3/2016 09:00,Updated by 340,2/3/2016 09:00,Phone,Location 204,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 231,4/3/2016 08:39,9/3/2016 09:00,1
INC0001026,New,True,0,0,True,Caller 364,Opened by  40,2/3/2016 08:57,Created by 20,2/3/2016 09:01,Updated by 88,2/3/2016 09:01,Phone,Location 143,Category 26,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 236,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 215,4/3/2016 13:40,9/3/2016 14:00,1
INC0001028,New,True,0,0,True,Caller 3905,Opened by  131,2/3/2016 09:01,Created by 62,2/3/2016 09:04,Updated by 265,2/3/2016 09:04,Phone,Location 204,Category 45,Subcategory 223,Symptom 310,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 176,True,False,Do Not Notify,?,?,?,?,code 8,Resolved by 159,16/3/2016 11:23,24/3/2016 18:59,1
INC0001029,New,True,0,0,True,Caller 5494,Opened by  180,2/3/2016 09:01,Created by 81,2/3/2016 09:24,Updated by 340,2/3/2016 09:24,Phone,Location 161,Category 53,Subcategory 140,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,True,False,Do Not Notify,?,?,?,?,code 10,Resolved by 81,2/3/2016 12:07,7/3/2016 13:00,0
INC0001030,New,True,0,0,True,Caller 3224,Opened by  40,2/3/2016 09:02,Created by 20,2/3/2016 09:20,Updated by 88,2/3/2016 09:20,Phone,Location 204,Category 26,Subcategory 175,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,7/3/2016 11:48,24/3/2016 18:40,1
INC0001031,New,True,0,0,True,Caller 2071,Opened by  24,2/3/2016 09:02,Created by 13,2/3/2016 09:05,Updated by 60,2/3/2016 09:05,Phone,Location 204,Category 26,Subcategory 164,Symptom 208,?,2 - Medium,2 - Medium,3 - Moderate,Group 25,Resolver 57,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 53,2/3/2016 14:11,7/3/2016 15:00,0
INC0001033,New,True,0,0,True,Caller 1801,Opened by  131,2/3/2016 09:05,Created by 62,2/3/2016 09:07,Updated by 265,2/3/2016 09:07,Phone,Location 108,Category 45,Subcategory 223,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,True,False,Do Not Notify,?,?,?,?,code 6,Resolved by 166,3/3/2016 14:02,8/3/2016 15:00,1
