opened_by,contact_type,location,category,subcategory,u_symptom,assignment_group,reassignment_required,opened_at_dt,opened_hour,opened_day_of_week,opened_month,opened_is_weekend,impact_encoded,urgency_encoded,priority_encoded
Opened by  386,Phone,Location 143,Category 42,Subcategory 31,,Group 70,0,2016-03-02 16:31:00,16,2,3,0,2,2,2
Opened by  239,Phone,Location 51,Category 23,Subcategory 3,Symptom 592,Group 30,0,2016-03-02 16:31:00,16,2,3,0,2,2,2
Opened by  55,Phone,Location 179,Category 45,Subcategory 47,,Group 70,0,2016-03-02 16:32:00,16,2,3,0,2,2,2
Opened by  468,Phone,Location 204,Category 45,Subcategory 150,,Group 10,0,2016-03-02 16:33:00,16,2,3,0,2,2,2
,Phone,Location 93,Category 42,Subcategory 106,Symptom 4,Group 70,0,2016-03-02 16:36:00,16,2,3,0,2,2,2
Opened by  55,Phone,Location 108,Category 53,Subcategory 117,,Group 70,1,2016-03-02 16:36:00,16,2,3,0,2,2,2
,Phone,Location 204,Category 53,Subcategory 303,Symptom 572,Group 70,1,2016-03-02 16:36:00,16,2,3,0,2,2,2
Opened by  444,Phone,,,,,,0,2016-03-02 16:38:00,16,2,3,0,2,2,2
,Phone,Location 204,Category 42,Subcategory 31,Symptom 4,Group 70,0,2016-03-02 16:40:00,16,2,3,0,3,3,4
Opened by  468,Phone,Location 204,Category 45,Subcategory 191,,Group 10,0,2016-03-02 16:41:00,16,2,3,0,2,2,2
Opened by  386,Phone,Location 143,Category 24,Subcategory 164,,Group 28,0,2016-03-02 16:43:00,16,2,3,0,2,2,2
Opened by  468,Phone,Location 204,Category 45,Subcategory 150,Symptom 69,Group 10,0,2016-03-02 16:44:00,16,2,3,0,2,2,2
Opened by  62,Phone,Location 161,Category 42,Subcategory 31,Symptom 387,Group 24,0,2016-03-02 16:45:00,16,2,3,0,2,2,2
,Phone,Location 143,Category 24,Subcategory 164,Symptom 4,Group 28,0,2016-03-02 16:45:00,16,2,3,0,2,2,2
Opened by  468,Phone,Location 143,Category 45,Subcategory 150,Symptom 59,Group 17,1,2016-03-02 16:48:00,16,2,3,0,2,2,2
Opened by  62,Phone,Location 143,Category 9,Subcategory 164,Symptom 571,Group 70,1,2016-03-02 16:49:00,16,2,3,0,2,2,2
Opened by  386,Phone,Location 136,Category 42,Subcategory 31,,Group 70,0,2016-03-02 16:51:00,16,2,3,0,1,2,1
Opened by  62,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,Group 25,0,2016-03-02 16:52:00,16,2,3,0,2,2,2
Opened by  444,Phone,Location 143,Category 8,Subcategory 156,,Group 53,0,2016-03-02 16:53:00,16,2,3,0,2,3,3
Opened by  317,Phone,Location 161,Category 45,Subcategory 229,,Group 37,0,2016-03-02 16:53:00,16,2,3,0,2,2,2
,Phone,Location 143,Category 34,Subcategory 294,Symptom 134,Group 28,1,2016-03-02 16:55:00,16,2,3,0,2,2,2
Opened by  55,Phone,Location 204,Category 26,Subcategory 175,Symptom 444,Group 54,1,2016-03-02 16:55:00,16,2,3,0,2,2,2
,Phone,Location 40,Category 44,Subcategory 54,Symptom 4,Group 70,0,2016-03-02 16:56:00,16,2,3,0,2,2,2
,Phone,Location 204,Category 40,Subcategory 215,Symptom 120,Group 70,1,2016-03-02 17:00:00,17,2,3,0,3,3,4
Opened by  381,Phone,Location 93,Category 45,Subcategory 150,Symptom 287,Group 10,0,2016-03-02 17:01:00,17,2,3,0,2,3,3
Opened by  239,Phone,Location 108,Category 23,Subcategory 75,Symptom 592,Group 70,0,2016-03-02 17:02:00,17,2,3,0,2,2,2
Opened by  62,Phone,Location 161,Category 32,Subcategory 9,Symptom 6,Group 70,0,2016-03-02 17:05:00,17,2,3,0,2,2,2
Opened by  386,Phone,Location 204,Category 42,Subcategory 31,Symptom 98,Group 31,0,2016-03-02 17:05:00,17,2,3,0,2,2,2
Opened by  62,Phone,Location 161,Category 20,Subcategory 89,Symptom 387,Group 70,1,2016-03-02 17:13:00,17,2,3,0,2,2,2
Opened by  62,Phone,Location 93,Category 26,Subcategory 175,Symptom 387,Group 70,1,2016-03-02 17:15:00,17,2,3,0,2,2,2
,Phone,Location 93,Category 26,Subcategory 175,,Group 70,0,2016-03-02 17:16:00,17,2,3,0,2,2,2
Opened by  386,Phone,Location 161,Category 9,Subcategory 204,,Group 70,0,2016-03-02 17:18:00,17,2,3,0,2,2,2
Opened by  62,Phone,Location 93,Category 26,Subcategory 275,Symptom 387,Group 70,0,2016-03-02 17:21:00,17,2,3,0,2,2,2
Opened by  62,Phone,Location 93,Category 20,Subcategory 103,Symptom 387,Group 70,1,2016-03-02 17:23:00,17,2,3,0,2,2,2
Opened by  62,Phone,Location 204,Category 9,Subcategory 164,Symptom 381,Group 25,0,2016-03-02 17:29:00,17,2,3,0,2,2,2
,Phone,Location 93,Category 32,Subcategory 9,,Group 70,0,2016-03-02 17:30:00,17,2,3,0,2,2,2
Opened by  55,Phone,Location 96,Category 32,Subcategory 9,,Group 70,0,2016-03-02 17:31:00,17,2,3,0,2,2,2
Opened by  62,Phone,Location 161,Category 53,Subcategory 117,Symptom 387,Group 24,0,2016-03-02 17:35:00,17,2,3,0,2,2,2
,Phone,Location 108,Category 53,Subcategory 117,,Group 27,0,2016-03-02 17:39:00,17,2,3,0,2,2,2
Opened by  385,Phone,Location 51,Category 42,Subcategory 224,,Group 30,0,2016-03-02 17:40:00,17,2,3,0,3,3,4
Opened by  55,Phone,Location 108,Category 26,Subcategory 175,Symptom 382,Group 54,1,2016-03-02 17:47:00,17,2,3,0,2,2,2
,Phone,Location 93,Category 19,Subcategory 289,,Group 54,1,2016-03-02 17:53:00,17,2,3,0,2,2,2
Opened by  62,Phone,Location 51,Category 45,Subcategory 200,Symptom 267,Group 30,1,2016-03-02 17:54:00,17,2,3,0,2,2,2
Opened by  47,Phone,Location 143,Category 20,Subcategory 125,Symptom 116,Group 28,0,2016-03-02 18:03:00,18,2,3,0,2,2,2
,Phone,Location 46,Category 24,Subcategory 164,,Group 29,0,2016-03-02 18:07:00,18,2,3,0,2,2,2
Opened by  305,Phone,Location 108,Category 32,Subcategory 9,Symptom 4,Group 70,0,2016-03-02 18:09:00,18,2,3,0,2,2,2
,Phone,Location 204,Category 40,Subcategory 215,,Group 70,1,2016-03-02 18:21:00,18,2,3,0,2,2,2
,Phone,Location 51,Category 32,Subcategory 9,Symptom 208,Group 70,1,2016-03-02 18:23:00,18,2,3,0,2,2,2
Opened by  239,Phone,Location 125,Category 23,Subcategory 75,Symptom 4,Group 70,0,2016-03-02 18:24:00,18,2,3,0,2,2,2
Opened by  305,Phone,Location 204,Category 20,Subcategory 103,,Group 70,0,2016-03-02 18:26:00,18,2,3,0,2,2,2
Opened by  47,Phone,Location 108,Category 32,Subcategory 9,,Group 20,0,2016-03-02 18:36:00,18,2,3,0,2,2,2
Opened by  305,Phone,Location 143,Category 26,Subcategory 164,,Group 28,1,2016-03-02 19:19:00,19,2,3,0,2,2,2
Opened by  239,Phone,Location 143,Category 42,Subcategory 31,Symptom 580,Group 70,0,2016-03-02 19:30:00,19,2,3,0,2,2,2
Opened by  239,Phone,Location 108,Category 42,Subcategory 31,Symptom 4,Group 70,0,2016-03-02 19:43:00,19,2,3,0,2,2,2
Opened by  47,Phone,Location 93,Category 32,Subcategory 9,,Group 70,0,2016-03-02 19:47:00,19,2,3,0,2,2,2
Opened by  305,Phone,Location 108,Category 20,Subcategory 103,Symptom 6,Group 70,0,2016-03-02 19:55:00,19,2,3,0,2,2,2
Opened by  239,Phone,Location 204,Category 42,Subcategory 224,Symptom 4,Group 70,0,2016-03-02 20:34:00,20,2,3,0,2,2,2
,Phone,Location 204,Category 32,Subcategory 9,,Group 70,0,2016-03-02 21:12:00,21,2,3,0,2,2,2
,Phone,Location 143,Category 26,Subcategory 175,,Group 70,1,2016-03-02 21:16:00,21,2,3,0,2,2,2
Opened by  305,Phone,Location 55,Category 45,Subcategory 88,,Group 22,1,2016-03-02 21:49:00,21,2,3,0,2,2,2
,Phone,Location 108,Category 26,Subcategory 175,,Group 70,1,2016-03-02 22:03:00,22,2,3,0,2,2,2
Opened by  20,Phone,Location 165,Category 45,Subcategory 29,Symptom 594,Group 55,0,2016-03-02 22:21:00,22,2,3,0,1,1,1
Opened by  305,Phone,Location 143,Category 53,Subcategory 80,,Group 28,0,2016-03-02 22:33:00,22,2,3,0,2,2,2
Opened by  305,Phone,Location 204,Category 9,Subcategory 164,Symptom 117,Group 25,0,2016-03-02 23:01:00,23,2,3,0,2,2,2
Opened by  397,Phone,Location 161,Category 45,Subcategory 223,Symptom 4,Group 70,0,2016-03-03 00:32:00,0,3,3,0,2,2,2
Opened by  443,Phone,Location 143,Category 37,Subcategory 135,Symptom 514,Group 56,1,2016-03-03 00:57:00,0,3,3,0,2,2,2
Opened by  8,Phone,Location 51,Category 45,Subcategory 223,,Group 70,0,2016-03-03 01:33:00,1,3,3,0,2,2,2
Opened by  443,Phone,Location 161,Category 53,Subcategory 117,Symptom 387,Group 70,0,2016-03-03 01:34:00,1,3,3,0,2,2,2
Opened by  397,Phone,Location 51,Category 45,Subcategory 223,Symptom 4,Group 70,0,2016-03-03 04:35:00,4,3,3,0,2,2,2
Opened by  8,Phone,Location 161,Category 23,Subcategory 3,Symptom 6,Group 70,0,2016-03-03 04:45:00,4,3,3,0,2,2,2
Opened by  180,Phone,Location 96,Category 32,Subcategory 9,Symptom 470,Group 70,0,2016-03-03 06:12:00,6,3,3,0,3,2,3
Opened by  131,Phone,Location 143,Category 45,Subcategory 200,Symptom 607,Group 70,1,2016-03-03 07:13:00,7,3,3,0,2,2,2
Opened by  24,Phone,Location 131,Category 53,Subcategory 50,,Group 70,1,2016-03-03 07:24:00,7,3,3,0,2,2,2
Opened by  131,Phone,Location 161,Category 24,Subcategory 164,Symptom 4,Group 70,1,2016-03-03 07:36:00,7,3,3,0,1,1,1
Opened by  131,Phone,Location 161,Category 24,Subcategory 228,Symptom 113,Group 24,0,2016-03-03 07:39:00,7,3,3,0,2,2,2
Opened by  24,Phone,Location 96,Category 55,Subcategory 270,,Group 33,1,2016-03-03 07:47:00,7,3,3,0,2,2,2
Opened by  24,Phone,Location 161,Category 26,Subcategory 175,Symptom 208,Group 70,1,2016-03-03 07:52:00,7,3,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 45,Subcategory 200,Symptom 217,Group 55,1,2016-03-03 07:55:00,7,3,3,0,3,2,3
Opened by  24,Phone,Location 204,Category 32,Subcategory 9,,Group 70,0,2016-03-03 08:04:00,8,3,3,0,2,2,2
Opened by  180,Phone,Location 28,Category 45,Subcategory 223,,Group 70,0,2016-03-03 08:05:00,8,3,3,0,2,2,2
Opened by  180,Phone,Location 97,Category 44,Subcategory 54,Symptom 470,Group 55,1,2016-03-03 08:09:00,8,3,3,0,2,2,2
Opened by  40,Phone,Location 161,Category 34,Subcategory 112,Symptom 134,Group 24,1,2016-03-03 08:15:00,8,3,3,0,2,2,2
Opened by  24,Phone,Location 69,Category 20,Subcategory 125,Symptom 208,Group 70,1,2016-03-03 08:26:00,8,3,3,0,2,2,2
Opened by  24,Phone,Location 204,Category 34,Subcategory 151,Symptom 208,Group 25,0,2016-03-03 08:37:00,8,3,3,0,2,2,2
Opened by  131,Phone,Location 108,Category 53,Subcategory 168,Symptom 232,Group 70,1,2016-03-03 08:39:00,8,3,3,0,2,2,2
,Phone,Location 128,Category 26,Subcategory 175,Symptom 119,Group 70,1,2016-03-03 08:39:00,8,3,3,0,2,3,3
Opened by  131,Phone,Location 40,Category 44,Subcategory 54,Symptom 607,,1,2016-03-03 08:42:00,8,3,3,0,2,2,2
Opened by  180,Phone,Location 108,Category 45,Subcategory 223,,Group 70,0,2016-03-03 08:43:00,8,3,3,0,2,2,2
,Phone,Location 179,Category 45,Subcategory 220,Symptom 256,Group 66,1,2016-03-03 08:46:00,8,3,3,0,2,3,3
Opened by  180,Phone,Location 204,Category 26,Subcategory 175,Symptom 232,Group 70,0,2016-03-03 08:47:00,8,3,3,0,2,2,2
Opened by  180,Phone,Location 42,Category 45,Subcategory 223,,Group 70,0,2016-03-03 08:48:00,8,3,3,0,2,2,2
Opened by  501,Phone,Location 93,Category 26,Subcategory 175,,Group 23,0,2016-03-03 08:51:00,8,3,3,0,2,2,2
Opened by  180,Phone,Location 143,Category 45,Subcategory 223,,Group 70,1,2016-03-03 08:52:00,8,3,3,0,2,2,2
Opened by  24,Phone,Location 51,Category 44,Subcategory 54,Symptom 4,Group 70,0,2016-03-03 08:53:00,8,3,3,0,2,2,2
Opened by  24,Phone,Location 143,Category 53,Subcategory 78,Symptom 208,Group 70,1,2016-03-03 09:00:00,9,3,3,0,2,2,2
Opened by  40,Phone,Location 108,Category 42,Subcategory 31,Symptom 4,Group 39,0,2016-03-03 09:01:00,9,3,3,0,2,2,2
Opened by  392,Phone,Location 118,Category 26,Subcategory 175,Symptom 470,Group 20,0,2016-03-03 09:02:00,9,3,3,0,1,1,1
,Phone,Location 51,Category 44,Subcategory 54,Symptom 260,Group 5,0,2016-03-03 09:03:00,9,3,3,0,2,2,2
Opened by  501,Phone,Location 93,Category 62,Subcategory 192,Symptom 4,Group 72,1,2016-03-03 09:05:00,9,3,3,0,2,2,2
Opened by  247,Phone,Location 229,Category 19,Subcategory 289,Symptom 607,Group 24,0,2016-03-03 09:08:00,9,3,3,0,2,2,2
Opened by  40,Phone,Location 93,Category 42,Subcategory 31,Symptom 571,Group 3,1,2016-03-03 09:08:00,9,3,3,0,2,2,2
Opened by  247,Phone,Location 135,Category 19,Subcategory 289,Symptom 607,Group 24,0,2016-03-03 09:09:00,9,3,3,0,2,2,2
Opened by  180,Phone,Location 143,Category 45,Subcategory 223,,Group 70,0,2016-03-03 09:09:00,9,3,3,0,2,2,2
Opened by  131,Phone,Location 135,Category 53,Subcategory 303,Symptom 387,Group 70,1,2016-03-03 09:09:00,9,3,3,0,2,2,2
Opened by  501,Phone,Location 204,Category 45,Subcategory 223,,Group 67,1,2016-03-03 09:11:00,9,3,3,0,1,1,1
,Phone,Location 143,Category 45,Subcategory 94,Symptom 486,Group 33,1,2016-03-03 09:13:00,9,3,3,0,3,3,4
Opened by  180,Phone,Location 93,Category 32,Subcategory 9,Symptom 470,Group 70,0,2016-03-03 09:14:00,9,3,3,0,2,2,2
Opened by  131,Phone,Location 108,Category 53,Subcategory 303,Symptom 486,Group 70,1,2016-03-03 09:15:00,9,3,3,0,1,1,1
,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,Group 70,0,2016-03-03 09:17:00,9,3,3,0,2,2,2
Opened by  131,Phone,Location 135,Category 23,Subcategory 75,Symptom 4,Group 70,0,2016-03-03 09:20:00,9,3,3,0,1,1,1
,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,Group 70,0,2016-03-03 09:21:00,9,3,3,0,3,3,4
Opened by  24,Phone,Location 242,Category 26,Subcategory 175,Symptom 208,Group 25,1,2016-03-03 09:21:00,9,3,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 26,Subcategory 175,Symptom 473,Group 20,1,2016-03-03 09:24:00,9,3,3,0,2,2,2
Opened by  180,Phone,Location 93,Category 45,Subcategory 200,Symptom 217,Group 55,1,2016-03-03 09:24:00,9,3,3,0,2,2,2
Opened by  24,Phone,Location 143,Category 26,Subcategory 164,Symptom 208,Group 28,0,2016-03-03 09:24:00,9,3,3,0,2,2,2
,Phone,Location 204,Category 9,Subcategory 164,Symptom 529,Group 25,0,2016-03-03 09:25:00,9,3,3,0,2,2,2
Opened by  536,Phone,Location 161,Category 9,Subcategory 164,Symptom 387,Group 24,0,2016-03-03 09:27:00,9,3,3,0,2,2,2
Opened by  24,Phone,Location 143,Category 24,Subcategory 164,,Group 28,0,2016-03-03 09:28:00,9,3,3,0,2,2,2
Opened by  131,Phone,Location 161,Category 32,Subcategory 9,Symptom 4,Group 70,0,2016-03-03 09:30:00,9,3,3,0,2,2,2
,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,Group 70,1,2016-03-03 09:30:00,9,3,3,0,3,3,4
Opened by  62,Phone,Location 204,Category 42,Subcategory 224,,Group 70,1,2016-03-03 09:30:00,9,3,3,0,2,2,2
Opened by  24,Phone,Location 108,Category 20,Subcategory 103,Symptom 208,Group 70,1,2016-03-03 09:31:00,9,3,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 53,Subcategory 271,,Group 70,1,2016-03-03 09:31:00,9,3,3,0,2,2,2
Opened by  131,Phone,Location 143,Category 37,Subcategory 189,Symptom 87,Group 70,1,2016-03-03 09:33:00,9,3,3,0,2,2,2
Opened by  180,Phone,Location 35,Category 44,Subcategory 54,Symptom 470,Group 70,0,2016-03-03 09:37:00,9,3,3,0,2,2,2
Opened by  40,Phone,Location 108,Category 24,Subcategory 228,Symptom 473,Group 27,0,2016-03-03 09:37:00,9,3,3,0,3,3,4
Opened by  131,Phone,Location 135,Category 32,Subcategory 9,Symptom 4,Group 70,0,2016-03-03 09:37:00,9,3,3,0,2,2,2
Opened by  460,Phone,Location 2,Category 24,Subcategory 164,,Group 23,0,2016-03-03 09:39:00,9,3,3,0,2,2,2
,Phone,Location 113,Category 42,Subcategory 31,Symptom 4,Group 70,0,2016-03-03 09:40:00,9,3,3,0,2,2,2
Opened by  180,Phone,Location 35,Category 37,Subcategory 135,Symptom 87,Group 70,1,2016-03-03 09:41:00,9,3,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 26,Subcategory 175,Symptom 232,Group 70,1,2016-03-03 09:44:00,9,3,3,0,2,2,2
,Phone,Location 42,Category 37,Subcategory 123,Symptom 118,Group 70,0,2016-03-03 09:46:00,9,3,3,0,3,3,4
Opened by  40,Phone,Location 85,Category 26,Subcategory 175,Symptom 4,Group 20,1,2016-03-03 09:46:00,9,3,3,0,2,2,2
Opened by  460,Phone,Location 93,Category 24,Subcategory 164,,Group 23,0,2016-03-03 09:48:00,9,3,3,0,2,2,2
Opened by  501,Phone,Location 39,Category 26,Subcategory 175,Symptom 564,Group 54,1,2016-03-03 09:49:00,9,3,3,0,2,2,2
Opened by  62,Phone,Location 108,Category 26,Subcategory 175,Symptom 564,Group 54,1,2016-03-03 09:51:00,9,3,3,0,2,2,2
,Phone,Location 204,Category 45,Subcategory 223,Symptom 235,Group 31,1,2016-03-03 09:52:00,9,3,3,0,2,2,2
Opened by  468,Phone,Location 204,Category 45,Subcategory 150,,Group 10,0,2016-03-03 09:55:00,9,3,3,0,2,2,2
Opened by  131,Phone,Location 143,Category 53,Subcategory 168,Symptom 607,Group 70,0,2016-03-03 09:56:00,9,3,3,0,1,1,1
Opened by  501,Phone,Location 204,Category 26,Subcategory 175,Symptom 471,Group 54,1,2016-03-03 09:58:00,9,3,3,0,1,1,1
,Phone,Location 161,Category 45,Subcategory 191,Symptom 243,Group 58,1,2016-03-03 09:59:00,9,3,3,0,2,3,3
Opened by  62,Phone,Location 161,Category 42,Subcategory 106,,Group 39,0,2016-03-03 09:59:00,9,3,3,0,2,2,2
Opened by  468,Phone,Location 143,Category 45,Subcategory 150,Symptom 208,Group 17,1,2016-03-03 09:59:00,9,3,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 9,Subcategory 164,Symptom 473,Group 30,0,2016-03-03 10:00:00,10,3,3,0,2,2,2
Opened by  131,Phone,Location 204,Category 37,Subcategory 135,Symptom 529,Group 70,1,2016-03-03 10:01:00,10,3,3,0,1,1,1
Opened by  468,Phone,Location 51,Category 45,Subcategory 150,Symptom 208,Group 10,0,2016-03-03 10:02:00,10,3,3,0,2,2,2
Opened by  468,Phone,Location 204,Category 45,Subcategory 150,,Group 10,0,2016-03-03 10:06:00,10,3,3,0,2,2,2
Opened by  24,Phone,Location 229,Category 53,Subcategory 114,Symptom 6,Group 66,1,2016-03-03 10:06:00,10,3,3,0,2,2,2
,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,Group 70,1,2016-03-03 10:07:00,10,3,3,0,3,3,4
Opened by  301,Phone,Location 143,Category 42,Subcategory 31,,Group 70,1,2016-03-03 10:09:00,10,3,3,0,2,2,2
Opened by  24,Phone,Location 108,Category 26,Subcategory 175,Symptom 208,Group 70,0,2016-03-03 10:10:00,10,3,3,0,2,2,2
Opened by  180,Phone,Location 143,Category 45,Subcategory 223,,Group 70,0,2016-03-03 10:12:00,10,3,3,0,2,2,2
Opened by  180,Phone,Location 93,Category 45,Subcategory 200,Symptom 273,Group 55,1,2016-03-03 10:12:00,10,3,3,0,3,2,3
Opened by  131,Phone,Location 51,Category 9,Subcategory 164,Symptom 387,Group 70,1,2016-03-03 10:12:00,10,3,3,0,1,1,1
,Phone,Location 136,Category 26,Subcategory 164,,Group 20,0,2016-03-03 10:13:00,10,3,3,0,3,3,4
Opened by  468,Phone,Location 204,Category 45,Subcategory 150,,Group 10,0,2016-03-03 10:14:00,10,3,3,0,2,2,2
Opened by  536,Phone,Location 161,Category 9,Subcategory 164,Symptom 387,Group 24,0,2016-03-03 10:15:00,10,3,3,0,2,2,2
Opened by  62,Phone,Location 51,Category 45,Subcategory 200,,Group 54,1,2016-03-03 10:16:00,10,3,3,0,2,2,2
Opened by  131,Phone,Location 51,Category 9,Subcategory 164,Symptom 134,Group 30,0,2016-03-03 10:16:00,10,3,3,0,1,1,1
,Phone,Location 204,Category 20,Subcategory 103,,Group 72,1,2016-03-03 10:19:00,10,3,3,0,2,2,2
Opened by  301,Phone,Location 161,Category 26,Subcategory 175,Symptom 208,Group 70,1,2016-03-03 10:21:00,10,3,3,0,2,2,2
Opened by  180,Phone,Location 143,Category 26,Subcategory 175,Symptom 470,Group 70,1,2016-03-03 10:21:00,10,3,3,0,2,2,2
Opened by  131,Phone,Location 78,Category 53,Subcategory 168,Symptom 311,Group 70,1,2016-03-03 10:21:00,10,3,3,0,2,2,2
Opened by  468,Phone,Location 204,Category 45,Subcategory 150,,Group 17,0,2016-03-03 10:23:00,10,3,3,0,2,2,2
Opened by  390,Phone,,,,,,1,2016-03-03 10:23:00,10,3,3,0,2,2,2
Opened by  180,Phone,Location 93,Category 45,Subcategory 223,,Group 70,0,2016-03-03 10:25:00,10,3,3,0,2,2,2
Opened by  180,Phone,Location 46,Category 9,Subcategory 198,Symptom 134,Group 29,0,2016-03-03 10:27:00,10,3,3,0,2,3,3
Opened by  24,Phone,Location 204,Category 9,Subcategory 164,Symptom 208,Group 25,0,2016-03-03 10:28:00,10,3,3,0,2,2,2
,Phone,Location 108,Category 42,Subcategory 31,Symptom 249,Group 70,1,2016-03-03 10:28:00,10,3,3,0,2,2,2
Opened by  301,Phone,Location 143,Category 26,Subcategory 164,Symptom 419,Group 28,0,2016-03-03 10:28:00,10,3,3,0,2,2,2
Opened by  441,Phone,Location 204,Category 45,Subcategory 115,,Group 31,0,2016-03-03 10:28:00,10,3,3,0,2,2,2
Opened by  501,Phone,Location 93,Category 45,Subcategory 200,,Group 67,1,2016-03-03 10:29:00,10,3,3,0,1,1,1
Opened by  301,Phone,Location 161,Category 32,Subcategory 9,Symptom 559,Group 70,0,2016-03-03 10:31:00,10,3,3,0,2,2,2
Opened by  390,Phone,Location 204,Category 26,Subcategory 175,Symptom 119,Group 54,1,2016-03-03 10:31:00,10,3,3,0,2,2,2
Opened by  322,Phone,,,,,,1,2016-03-03 10:31:00,10,3,3,0,2,2,2
Opened by  24,Phone,Location 143,Category 24,Subcategory 164,Symptom 6,Group 28,1,2016-03-03 10:32:00,10,3,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 26,Subcategory 164,Symptom 470,Group 25,0,2016-03-03 10:33:00,10,3,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 34,Subcategory 154,Symptom 134,Group 70,1,2016-03-03 10:34:00,10,3,3,0,2,2,2
Opened by  131,Phone,Location 143,Category 32,Subcategory 9,Symptom 4,Group 70,1,2016-03-03 10:34:00,10,3,3,0,2,2,2
Opened by  24,Phone,Location 93,Category 53,Subcategory 20,Symptom 4,Group 70,1,2016-03-03 10:36:00,10,3,3,0,2,2,2
Opened by  2,Phone,,,,,Group 65,0,2016-03-03 10:38:00,10,3,3,0,2,2,2
,Phone,Location 93,Category 42,Subcategory 31,Symptom 4,Group 70,1,2016-03-03 10:39:00,10,3,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 26,Subcategory 175,Symptom 232,Group 70,1,2016-03-03 10:40:00,10,3,3,0,2,2,2
Opened by  131,Phone,Location 204,Category 45,Subcategory 200,Symptom 315,Group 57,0,2016-03-03 10:44:00,10,3,3,0,2,2,2
Opened by  40,Phone,Location 93,Category 44,Subcategory 54,Symptom 473,Group 70,1,2016-03-03 10:45:00,10,3,3,0,2,2,2
Opened by  301,Phone,Location 204,Category 61,Subcategory 16,Symptom 121,Group 73,1,2016-03-03 10:45:00,10,3,3,0,2,2,2
Opened by  390,Phone,Location 143,Category 61,Subcategory 16,Symptom 4,Group 70,1,2016-03-03 10:47:00,10,3,3,0,2,2,2
Opened by  191,Phone,Location 197,Category 51,Subcategory 182,Symptom 4,Group 54,0,2016-03-03 10:50:00,10,3,3,0,2,2,2
Opened by  180,Phone,Location 143,Category 61,Subcategory 164,Symptom 471,Group 20,1,2016-03-03 10:53:00,10,3,3,0,2,2,2
Opened by  502,Phone,Location 245,Category 45,Subcategory 229,Symptom 487,Group 21,0,2016-03-03 10:53:00,10,3,3,0,2,2,2
Opened by  501,Phone,Location 143,Category 45,Subcategory 150,Symptom 208,Group 67,1,2016-03-03 10:53:00,10,3,3,0,1,1,1
Opened by  20,Phone,Location 71,Category 45,Subcategory 262,Symptom 181,Group 6,1,2016-03-03 10:55:00,10,3,3,0,2,2,2
Opened by  301,Phone,Location 54,Category 20,Subcategory 103,Symptom 387,Group 70,1,2016-03-03 10:55:00,10,3,3,0,2,2,2
Opened by  325,Phone,Location 143,Category 55,Subcategory 305,,Group 33,1,2016-03-03 10:57:00,10,3,3,0,1,1,1
Opened by  40,Phone,Location 204,Category 37,Subcategory 135,Symptom 387,Group 25,0,2016-03-03 11:00:00,11,3,3,0,3,2,3
